codigo_postal,tipo,localidad,precio(mxn_peso),habitaciones,baños,area(m2)
21383,Fraccionamiento,Privadas Campestre,4000000,3,3,98
21240,Fraccionamiento,Cataviña,7350000,4,2,200
21327,Fraccionamiento,Hacienda de Los Portales,5454000,3,3,185
21378,Fraccionamiento,Corsica Residencial,6800000,3,2,207
21010,Fraccionamiento,Residencial Cerrada del Parque,490000,4,3,380
21355,Fraccionamiento,Villa Lomas Altas,438000,2,1,65
21399,Fraccionamiento,Hacienda del Río,430000,2,1,75
21353,Fraccionamiento,Residencial Madrid 2da. Sección,2936118,3,2,105
21240,Colonia,Prohogar,3290000,3,2,120
21395,Fraccionamiento,Terra Residencial,2890000,2,1,90
21378,Fraccionamiento,Adara Residencial,7950000,3,2,184
21226,Fraccionamiento,Aurea Residencial,12000000,3,3,175
21384,Fraccionamiento,Valle de Puebla 2da. Sección,1300000,2,1,63
21250,Colonia,Roma,3290000,3,2,120
21255,Fraccionamiento,Montecarlo 3ra. Sección,3490000,3,1,105
21297,Colonia,Villas del Rosario,3500000,4,2,160
